username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags,tweets_cleaned,polarity,subjectivity,positive,negative,neutral,sentiment
daveroyaldj,"Radio Presenter, Radio Emmeloord DAB+1224 AM, Hollands Palet DAB+1485 AM, Happy AM 1395, Total Radio UK, Radio De Schans, “Great all Live Radio”",Netherlands ,9587,9349,226556,2011-10-10 19:54:53,2020-12-10 12:44:09,0,Elon Musk's Starship prototype makes a big impact https://t.co/cB9HGIi7nn,[],elon musk starship prototype make big impact https://t.co/cb9hgii7nn,0.0,0.1,0.0,0.0,1.0,neutral
NTrusolino,"Live, laugh, learn and love.  Cherish every day and do something nice for a stranger today. Canadian Patriot. 12+ yrs service with Canadian military (ret).",,546,258,1078,2018-03-26 21:39:54,2020-12-10 12:43:07,0,"Well that seems fair n square?
Musk, Bezos Space Race Gets a Boost From Anti-Poverty Tax Break  [""https://t.co/UGGozEccHD""]",[],fair n square musk bezos space race get boost anti poverty tax break https://t.co/uggozecchd,0.7,0.9,0.243,0.272,0.485,neutral
Sherman4713,Radical far left extremist who thinks every American should have very affordable national healthcare and a pension when they turn 65 with option to retire @ 55.,Corporate occupied USA,272,256,22292,2015-05-01 15:10:36,2020-12-10 12:39:58,0,"Elon Musk can’t keep it up.

SpaceX's $216m Starship rocket EXPLODES on first high-altitude test flight https://t.co/AudtBmICEO",[],elon musk spacex $ 216 m starship rocket explodes high altitude test flight https://t.co/audtbmiceo,0.16,0.5399999999999999,0.0,0.0,1.0,neutral
jennifersterri1,"#RESIST 🌊 #strongertogether
#animallivesmatter ❤ greyhounds. Proud to be Scottish. Richard Madden & Adam Levine💙Vegan🌱📷",,13396,14859,249856,2015-12-01 18:29:35,2020-12-10 12:39:16,1,"Elon Musk's Starship rocket exploded on impact after a high-altitude test flight.

https://t.co/Wvq7vSXofR",[],elon musk starship rocket explode impact high altitude test flight https://t.co/wvq7vsxofr,0.16,0.5399999999999999,0.0,0.0,1.0,neutral
iquetzal2,,"Chicago, IL",56,8,660,2017-02-02 01:20:49,2020-12-10 12:36:19,0,"Common sense?
Youre putting prifits over people!
Tesla: Elon Musk moves to Texas in Silicon Valley snub https://t.co/koJy6PrHEK via @YahooNews",[],common sense put prifit people tesla elon musk move texas silicon valley snub https://t.co/kojy6prhek @yahoonews,-0.3,0.5,0.0,0.167,0.833,neutral
fox8news,"Cleveland's own Fox 8 News. Breaking news, weather alerts & tweets that impact you. **Your tweets could be used on air**",Cleveland,2374,243065,174942,2008-09-11 16:58:26,2020-12-10 12:35:39,0,Elon Musk says SpaceX is headed for Mars despite explosive landing https://t.co/MmI3ud16PT,[],elon musk say spacex head mars despite explosive landing https://t.co/mmi3ud16pt,0.0,0.0,0.0,0.0,1.0,neutral
mlnangalama,"Alumni of University of Toronto, Trent University, UWC Lester B. Pearson. IT professional. Check my Linkedin profile. WhatsApp +15068716371","Moncton, Canada",2146,4286,1371483,2012-05-12 20:03:03,2020-12-10 12:32:32,0,va @PerilOfAfrica Millions of Americans will soon have a stake in the success of Elon Musk’s Tesla. They just don’t know it yet.: Read more https://t.co/VdFrYvHPXN https://t.co/x6ErbHeUOs,[],va @perilofafrica million americans soon stake success elon musk tesla know read https://t.co/vdfryvhpxn https://t.co/x6erbheuos,0.3,0.0,0.222,0.0,0.778,neutral
World_BWR,@BWR_Updates: an Automated Twitter feed for http://t.co/tpWkS1NhHT provided by Ben Ryder at http://t.co/SPKlZj8wu4,,0,195,138489,2012-04-23 14:00:12,2020-12-10 12:28:02,0,Elon Musk's rocket crashes after return to Earth https://t.co/LYBo4Hjd9K,[],elon musk rocket crash return earth https://t.co/lybo4hjd9 k,0.0,0.0,0.0,0.278,0.722,neutral
71_Charger,"Thank You To All #Biafra #IPOB 🔸💚🌄💚🔸 #BiafraForever

@MaziNnamdiKanu 

@radiobiafralive  

@Amaka_Ekwo

@EmekaGift  

@ElvisChinedu12









•\=✴️=/•",U.S.A.     ✳️🔸💚🗿🌄🗿💚🔸✳️,2871,3307,187861,2016-04-22 22:36:24,2020-12-10 12:17:11,36,"After years of fighting lame CA politicians who want to lock everyone in their homes, Elon Musk announced he was moving to a land flowing with milk and honey called Texas. 

Almost immediately after the move, he announced a new product the Tesla AR-15. https://t.co/bOjl7k3JW7",[],year fight lame politician want lock home elon musk announce move land flow milk honey call texas immediately announce new product tesla ar-15 https://t.co/bojl7k3jw7,-0.18181818181818182,0.6022727272727273,0.047,0.195,0.758,neutral
2_Firebaugh,"Backup Acc. for Norman Firebaugh, Gun Owner,Lets Save Our Republic, Please follow my Main Account @FirebaughNorman NO LIST'S https://t.co/tcPuDTJJdz, Parler@nffire1945",Kansas,5589,5760,81508,2013-02-01 22:13:31,2020-12-10 12:17:05,0,Tesla's Elon Musk ditches California for Texas: 'California has been winning for a long time ... they're taking that for granted' https://t.co/2Zkj9GvfUJ,[],tesla elon musk ditch california texas california win long time take grant https://t.co/2zkj9gvfuj,0.375,0.4,0.364,0.0,0.636,neutral
joinkoop,The Co-operative Knowledgebase,,499,403,30434,2009-12-22 13:48:58,2020-12-10 12:16:07,0,"Elon Musk’s SpaceX, others will get $19 million to increase internet speeds in South MS - Biloxi Sun Herald https://t.co/zT6UrIBGbz",[],elon musk spacex $ 19 million increase internet speed south ms biloxi sun herald https://t.co/zt6uribgbz,0.0,0.0,0.141,0.0,0.859,neutral
BanglaViral,"There’s Lot Of Fake News, Fake Info and Fake Channel. We Are Disappointed Of Those. As We All Of Us. To Fight Them, We Are Sharing Real Info From Real Sources.",Bangladesh,627,268,81062,2016-06-07 01:07:31,2020-12-10 12:15:55,0,Elon Musk's Starship prototype makes a big impact – BBC News https://t.co/ZSlY30hzcc,[],elon musk starship prototype make big impact bbc news https://t.co/zsly30hzcc,0.0,0.1,0.0,0.0,1.0,neutral
wallstsolver,Market data is complex and overwhelming. We make it digestible with proprietary rankings.,,39,479,50699,2018-01-18 00:36:25,2020-12-10 12:12:53,0,"Millions of Americans will soon have a stake in the success of Elon Musk’s Tesla. They just don’t know it yet.

📰 » https://t.co/z2jOT151gn https://t.co/s1YoLKiQdE",[],million americans soon stake success elon musk tesla know 📰 https://t.co/z2jot151gn https://t.co/s1yolkiqde,0.3,0.0,0.252,0.0,0.748,neutral
PaulHBeckwith,"Climate System Science Expert, Educator, Physicist (M. Sc. Laser Optics, B.Eng. Engineering Physics), interested in climate solutions and chess","Ottawa, ON",23579,21446,65078,2009-12-08 18:01:46,2020-12-10 12:12:09,0,Elon Musk's Starship prototype makes a big impact https://t.co/aQWUxyTTsb,[],elon musk starship prototype make big impact https://t.co/aqwuxyttsb,0.0,0.1,0.0,0.0,1.0,neutral
TxEx21029,"Water Guy turned Chemical Guy. Wannabe trader. Eco ‘92 UT-Austin, Alt-Centrist","Texas, USA",768,60,159,2013-08-29 15:12:16,2020-12-10 12:09:30,2,'It really is a game-changer for us as a region' | Austin Chamber of Commerce says Elon Musk's move is a big deal for the Lone Star State https://t.co/lTttQTyUY7,[],game changer region | austin chamber commerce say elon musk big deal lone star state https://t.co/ltttqtyuy7,-0.2,0.25,0.0,0.123,0.877,neutral
grgdesdevzla,"Profesor, autor, columnista en @PanAmPost_es y @ElAmerican_ Fascinado por economía, comunicación, finanzas, arte y literatura. Sobre todo amante de la libertad.","Caracas, Venezuela",495,1502,7593,2016-07-06 01:53:38,2020-12-10 12:03:11,1,"It's a logical choice. Texas is business friendly, it has no personal income taxes, and its energy policy is rational. But these are not accidents. Since he will bring Californians with him, let's hope Mr. Musk will explain to them certain facts of life. https://t.co/8f3TTzkzc7",[],logical choice texas business friendly personal income taxis energy policy rational accident bring californians let hope mr. musk explain certain fact life https://t.co/8f3ttzkzc7,0.20982142857142858,0.40535714285714286,0.328,0.099,0.573,neutral
robxlynx,,,98,12,597,2011-02-16 12:28:35,2020-12-10 12:01:55,0,"@Louisbotelho17 @elonmusk @Erdayastronaut My local news said ""The latest SpaceX rocket exploded after just 7 minutes, yet Elon Musk claimed it was a success"". Oh, that crazy Elon...",[],@louisbotelho17 @elonmusk @erdayastronaut local news say late spacex rocket explode 7 minute elon musk claim success oh crazy elon,-0.15,0.375,0.16,0.104,0.736,neutral
ae995tony,"social media cracks me up, could care less who follows",,58,151,30293,2012-12-10 20:04:37,2020-12-10 12:01:42,83,"Elon Musk: Bye, California, I’ve Moved To Texas https://t.co/mJw15UwpRu https://t.co/M18weLSVEq",[],elon musk bye california move texas https://t.co/mjw15uwpru https://t.co/m18welsveq,0.0,0.0,0.0,0.0,1.0,neutral
DrSergioRalon,Israel’s Shomer #BreastSurgeon / #CombatSurgeon / #TraumaSurg #TacticalCombatCare/ #FACS / #SSO/#YazidiFriend/ Proud David’s Father/ #GojuRyuKarate/ #ProudJew,Israel,2432,2193,17561,2014-07-17 23:40:23,2020-12-10 12:00:49,1,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/fh4RahvcV0",[],immediately move texas elon musk announce tesla ar-15 https://t.co/fh4rahvcv0,0.0,0.0,0.0,0.0,1.0,neutral
Jessiewmosley,"I am a student, independant, and aspiring Silver Star.  Owner of 
https://t.co/yCBKNXDQFB
https://t.co/Bg876T0LZE
https://t.co/TjtmOLb55V",United States,359,375,360,2017-04-07 02:45:36,2020-12-10 12:00:24,0,"@elonmusk This is so awesome!! Its crazy how mad people are getting over this!! This is why I invest stock in Tesla. Elon Musk, you sir, are a genius! You have a great mind.",[],@elonmusk awesome crazy mad people get invest stock tesla elon musk sir genius great mind,0.14375000000000002,0.9125,0.331,0.226,0.444,neutral
SJosephBun,"I tweet about trading,financial markets, and financial freedom. I also share what I find inspiring and motivating. I am a trader & the founder of https://t.co/gqmZ6wZxcM","Tennessee, USA",0,0,301,2020-12-09 08:01:53,2020-12-10 11:59:41,8,Tesla boss Elon Musk told staff that they need to cut costs or the firm’s stock price could be “crushed like a soufflé under a sledgehammer.” : @Independent $TSLA,[],tesla boss elon musk tell staff need cut cost firm stock price crush like soufflé sledgehammer @independent $ tsla,-0.1,0.2625,0.113,0.167,0.721,neutral
dc_holy_qc,,,80,61,49297,2014-10-06 16:10:29,2020-12-10 11:58:44,0,Elon Musk's Starship prototype makes a big impact https://t.co/q8tH1QdUWN,[],elon musk starship prototype make big impact https://t.co/q8th1qduwn,0.0,0.1,0.0,0.0,1.0,neutral
SwiftHitter,Looking for Job in 2021,,1657,4622,90968,2011-09-16 00:36:59,2020-12-10 11:58:44,0,Elon Musk blows up a 216 million spaceship and calls it a success😂. Cant wait to he manipulate more stock this week so he can keep funding such great space success,[],elon musk blow 216 million spaceship call success 😂 not wait manipulate stock week fund great space success,0.46666666666666673,0.25,0.447,0.056,0.497,neutral
watchlatestnews,Watch latest news from all over the world,,0,142,375336,2014-07-16 08:21:43,2020-12-10 11:54:30,0,Elon Musk’s Starship prototype makes a big impact – BBC News https://t.co/UdOELoFfYb,[],elon musk starship prototype make big impact bbc news https://t.co/udoeloffyb,0.0,0.1,0.0,0.0,1.0,neutral
eustartup,#StartupHeatmap #Europe is the benchmark report for #startup #cities & #EU #tech #founder #mobility.,Europe,581,1465,17355,2013-06-30 12:47:49,2020-12-10 11:54:10,0,"UK Tech News: ""This UK space startup is set to take on Elon Musk’s SpaceX, secures £18M boost"" https://t.co/ZfUS8TJr0M - more on https://t.co/PzOjT29gnW",[],uk tech news uk space startup set elon musk spacex secure £ 18 m boost https://t.co/zfus8tjr0 m https://t.co/pzojt29gnw,0.4,0.6,0.242,0.0,0.758,neutral
HowardMavity,"Workplace Safety/Catastrophe Management Chair (Fisher & Phillips) focusing on safety, HR, employment law, (un)common sense, good bourbon, wine, movies and books","Atlanta, GA",4022,1590,13639,2013-07-09 20:34:46,2020-12-10 11:45:27,0,Elon Musk's Starship prototype makes a big impact https://t.co/vFSaf5p0qy,[],elon musk starship prototype make big impact https://t.co/vfsaf5p0qy,0.0,0.1,0.0,0.0,1.0,neutral
Mastino1111,End the barbaric Yulin Festival. Ban Trophy Hunting. Support the Animal Welfare (Sentencing) Bill,"London, England",262,266,19108,2009-10-27 20:50:16,2020-12-10 11:36:32,0,"Hibernating lizards and snakes halt construction at Tesla ‘gigafactory’ in Berlin.
https://t.co/9H7MwjxazO",[],hibernate lizard snake halt construction tesla gigafactory berlin https://t.co/9h7mwjxazo,0.0,0.0,0.0,0.0,1.0,neutral
gballeng,West Virginia. Liberty. Finance. Econ. Education Choice. Art. Public Policy. Mid-Century Modern.Tiki Bars. Order subject to change based on mood. Opinions mine.,"Charleston, WV",548,868,7511,2009-06-18 14:18:37,2020-12-10 11:28:53,9,Elon Musk is moving to lower-tax Texas. Goldman Sachs may partly move to lower-tax Florida. News stories and statistics clearly show that tax-driven migration is a big issue. High-tax states need to start cutting. Big government is not better government. https://t.co/MadvrY96Be,[],elon musk move low tax texas goldman sachs partly low tax florida news story statistic clearly tax drive migration big issue high tax state need start cut big government well government https://t.co/madvry96be,0.043333333333333335,0.2872222222222222,0.127,0.159,0.714,neutral
PyMarketWatch,"Hi, I am a bot designed to help you stay up to date on potential market insights to make more informed trading decisions. Powered by the Twitter and News API",,0,387,22963,2020-04-14 20:17:09,2020-12-10 11:26:55,0,Elon Musk Trashes The MBA — And Faces An Immediate Backlash - Yahoo Finance https://t.co/9fCFcjtheB,[],elon musk trash mba face immediate backlash yahoo finance https://t.co/9fcfcjtheb,0.0,0.0,0.0,0.0,1.0,neutral
WhoIsLucasFC,"Read charts, not comments. Now accepting Gold, Silver, Bitcoin and Bullets. #Bullish","Texas, USA",152,156,10934,2009-03-12 04:05:30,2020-12-10 11:26:51,18,Tesla CEO Elon Musk has left California and is now a resident of Texas.​ https://t.co/FmuaYWXclF,[],tesla ceo elon musk leave california resident texas.​ https://t.co/fmuaywxclf,0.0,0.0,0.0,0.13,0.87,neutral
SJosephBun,"I tweet about trading,financial markets, and financial freedom. I also share what I find inspiring and motivating. I am a trader & the founder of https://t.co/gqmZ6wZxcM","Tennessee, USA",0,0,301,2020-12-09 08:01:53,2020-12-10 11:26:04,18,The $20 million of Tesla stock Elon Musk purchased as part of his SEC settlement is now worth $167m: @KennethDredd $TSLA,[],$ 20 million tesla stock elon musk purchase sec settlement worth $ 167 m @kennethdredd $ tsla,0.09999999999999999,0.35,0.106,0.0,0.894,neutral
NewsPrime1012,We need to know the #truth,,311,154,43319,2020-03-26 16:17:28,2020-12-10 11:24:17,0,"Watch ""Elon Musk's Starship prototype makes a big impact - BBC News"" on YouTube - https://t.co/tuLJseGgiO",[],watch elon musk starship prototype make big impact bbc news youtube https://t.co/tuljseggio,0.0,0.1,0.0,0.0,1.0,neutral
thepainterflynn,hanging on by my fingernails,Ireland,34170,33482,492035,2009-07-19 13:47:04,2020-12-10 11:19:46,1,Elon Musk's Starship prototype makes a big impact  https://t.co/3plpRSQu0T,[],elon musk starship prototype make big impact https://t.co/3plprsqu0 t,0.0,0.1,0.0,0.0,1.0,neutral
designtaxi,"Design, Art, Photography, Technology, Pop culture. Journaling ideas since 2003. Best 140 Twitter Feeds - TIME",Everywhere,98,469176,227939,2008-03-10 08:46:05,2020-12-10 11:15:06,1,Was it intentional?  https://t.co/WbRtFtP2TN,[],intentional https://t.co/wbrtftp2tn,0.0,0.0,0.0,0.0,1.0,neutral
tierraonFOX7,Lifestyle reporter at @fox7austin.      @UTJSchool alum. Hook ‘em!,,1322,1349,6310,2013-07-22 22:09:09,2020-12-10 11:10:15,3,Tesla CEO Elon Musk has left California and is now a resident of Texas.​ https://t.co/hdbnu9av0N,[],tesla ceo elon musk leave california resident texas.​ https://t.co/hdbnu9av0n,0.0,0.0,0.0,0.13,0.87,neutral
Pavan01278702,,,23,0,2,2020-12-02 18:44:43,2020-12-10 11:09:13,10,"SpaceX flew its Starship prototype rocket to the highest altitude ever, but it exploded on landing after the test flight  
https://t.co/dhNsjWEp41",[],spacex fly starship prototype rocket high altitude explode land test flight https://t.co/dhnsjwep41,0.48000000000000004,0.72,0.0,0.0,1.0,neutral
radioritson,"Host of Europe Today, @tretalkradio's flagship news programme. Talk about the programme on #TREToday or via WhatsApp on +34 722 17 75 07",Spain & Germany,223,306,60086,2014-09-12 11:20:19,2020-12-10 11:06:46,0,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/xFQeJRSaiy #TREToday,"[{'text': 'TREToday', 'indices': [215, 224]}]",elon musk jeff bezos world rich people pour cash private space race decade qualify federal tax break mean help poor https://t.co/xfqejrsaiy tretoday,-0.084375,0.603125,0.222,0.109,0.669,neutral
MarsSocietyUK,"A group of like-minded people, dedicated to the cause of humanity exploring and settling the Red Planet. 🔴",UK,380,660,676,2015-10-03 18:17:24,2020-12-10 11:00:12,0,"Elon Musk's Starship prototype makes a big impact
https://t.co/8kQWXAnEw7
@BBCAmos",[],elon musk starship prototype make big impact https://t.co/8kqwxanew7 @bbcamos,0.0,0.1,0.0,0.0,1.0,neutral
jojamilholder,Co-founder @cloudtribe_io @kloudnative supporting Public Cloud. Sales leader @databarracks. Co-founder @4Suppa the meal planning App. Governance @kazoup,London,699,729,1960,2012-01-06 11:46:23,2020-12-10 11:00:00,0,Elon Musk on the problem with corporate America: ‘Too many MBAs’ https://t.co/gR50c8Iant,[],elon musk problem corporate america mba https://t.co/gr50c8iant,0.0,0.0,0.0,0.31,0.69,neutral
MMMorse1,,"Indiana, USA",16,1,7,2017-08-24 10:21:26,2020-12-10 10:57:54,0,Elon Musk Trashes The MBA — And Faces An Immediate Backlash https://t.co/Ma4PQRsAS8 via @Yahoo,[],elon musk trash mba face immediate backlash https://t.co/ma4pqrsas8 @yahoo,0.0,0.0,0.0,0.0,1.0,neutral
paoloigna1,"libero professionista, analista sereno navigatore nel mondo che cambia per cercare rotte nuove ed insolite. Degusta il tempo sa di non sapere. Consultant at bay",,92010,88806,1761118,2013-04-10 09:29:25,2020-12-10 10:56:05,0,"impatto brusco ma eccellenti manovre BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/3iG5dgtFm1",[],impatto brusco ma eccellenti manovre bbc news elon musk starship prototype make big impact https://t.co/3ig5dgtfm1,0.0,0.1,0.0,0.0,1.0,neutral
daleadamson13,trading to try and makes sure grandson's future solid and full of opportunity.,,65,39,3465,2020-05-10 10:49:15,2020-12-10 10:53:05,0,Elon Musk's Starship prototype makes a big impact https://t.co/kUEQ0oWyI3,[],elon musk starship prototype make big impact https://t.co/kueq0owyi3,0.0,0.1,0.0,0.0,1.0,neutral
TelevisionMalta,Television Malta (TVM) is the national television station of Malta. TVM is operated by Public Broadcasting Services Ltd (PBS). PBS Ltd is state owned.,Malta,1184,14762,155925,2012-06-19 19:43:00,2020-12-10 10:49:51,0,WATCh: Spacecraft explodes while landing in Texas - Elon Musk satisfied - https://t.co/jm33QJxzd3 https://t.co/wZnFh3i1Kf,[],watch spacecraft explode land texas elon musk satisfied https://t.co/jm33qjxzd3 https://t.co/wznfh3i1kf,0.5,1.0,0.237,0.0,0.763,neutral
HPlaydat,"INTJ, Not a rocket scientist but I play one on social media STRONGERTOGETHER #FBR #BLM 🏳️‍🌈 #NORESISTORLEFTBEHIND #ChaoticNeutral Undercover Viking ⚓️","🏆 Trophy Club, TX",953,939,3467,2018-07-26 03:55:01,2020-12-10 10:48:13,0,"'Mars, here we come!!': SpaceX's Starship prototype performs never-before-seen 'belly flop' during Texas test launch https://t.co/WnW6zIwG9s via @USATODAY",[],mars come spacex starship prototype perform see belly flop texas test launch https://t.co/wnw6ziwg9 @usatoday,0.0,0.0,0.0,0.156,0.844,neutral
OffYrRadar,Bio,...,643,206,37970,2015-04-08 18:31:32,2020-12-10 10:44:03,1,"#5 Technology News :  Elon Musk's Starship takes to the skies - The US tech billionaire launches the latest prototype of his ""Mars spaceship""....",[],5 technology news elon musk starship take sky tech billionaire launch late prototype mars spaceship,-0.3,0.6,0.0,0.0,1.0,neutral
render365,"Analysis, Opinions, News, Satire and very foul language.",,463,112,19316,2011-03-14 01:42:23,2020-12-10 10:40:12,0,Elon Musk Moves To Texas: 'California Has Been Winning For Too Long' https://t.co/Y4bmqp8RUu via @Yahoo What a shitbag,[],elon musk move texas california win long https://t.co/y4bmqp8ruu @yahoo shitbag,0.375,0.4,0.297,0.0,0.703,neutral
polareclipse1,"At 1.5C, the poles still melt, the seas still rise. Build a space shield, capture carbon, make renewable energy structural and hyperabundant. Back to zero!",,1234,175,3478,2017-03-17 21:42:28,2020-12-10 10:38:41,0,"@DKeithClimate @TedNordhaus @atrembath Tesla is building a vast electric vehicle and battery production complex in Austin. It will pair well with Texas wind (nation's biggest) and solar.

As oil jobs continue to decline, Texas will swing into the green column.

https://t.co/2PdfLNQXqC",[],@dkeithclimate @tednordhaus @atrembath tesla build vast electric vehicle battery production complex austin pair texas wind nation big solar oil job continue decline texas swing green column https://t.co/2pdflnqxqc,-0.125,0.45,0.0,0.0,1.0,neutral
deepakmohoni,Python developer. Linux user. Spurs supporter. Coined word 'sensex'. IITK. IIMC. Markets. Apolitical.,Pune,912,12138,88697,2009-04-07 03:23:25,2020-12-10 10:35:04,0,"Elon Musk's SpaceX Mars program on track to put humans on the red planet with a successful Starship SN8 test flight (despite explosion)

https://t.co/1H8Feki6fA",[],elon musk spacex mars program track human red planet successful starship sn8 test flight despite explosion https://t.co/1h8feki6fa,0.25,0.35000000000000003,0.192,0.0,0.808,neutral
simona_com,和伊・和英漫画＆アニメ翻訳家＆ライター、イタリアの詩文奈です。プロ☆ヲタです。 近い内にnoteで自伝連載開始。ライター／TVコメンテーター及びレポーターの御依頼大歓迎 Japanese-Italian-English manga/anime translator/writer. Professional Otaku,jp,1126,2453,163637,2010-01-10 05:34:16,2020-12-10 10:34:43,0,Elon Musk's Starship prototype makes a big impact - BBC News https://t.co/CGLhzct4Wz,[],elon musk starship prototype make big impact bbc news https://t.co/cglhzct4wz,0.0,0.1,0.0,0.0,1.0,neutral
PCabe14,Every new day brings with it new beginnings.,Arizona,28,3,318,2019-07-07 04:35:54,2020-12-10 10:34:13,0,"'Mars, here we come!!': SpaceX's Starship prototype performs never-before-seen 'belly flop' during Texas test launch https://t.co/EVm2lBG55z via @usatoday",[],mars come spacex starship prototype perform see belly flop texas test launch https://t.co/evm2lbg55z @usatoday,0.0,0.0,0.0,0.156,0.844,neutral
gnomeoffender,Interloper and BTO.,,3100,1926,130389,2008-02-20 01:15:47,2020-12-10 10:33:00,0,Elon Musk and Jeff Bezos — the world's two richest people — have been pouring cash into a private space race for a decade. Then they qualified for a federal tax break meant to help the poor. https://t.co/u8U4m0MRQ3 Not just idle nonsense space race,[],elon musk jeff bezos world rich people pour cash private space race decade qualify federal tax break mean help poor https://t.co/u8u4m0mrq3 idle nonsense space race,-0.084375,0.603125,0.19,0.175,0.634,neutral
MarcHoulton,"Mad biker-devil on 2 wheels , mad followers Debs + Alfie cat",Plymouth,24,13,1452,2012-03-03 14:51:17,2020-12-10 10:28:21,0,"@davidwhiteshow Elon Musk certainly hasn’t- still selling trips to the moon, tho after today’s news bet the price has dropped ! Maybe the time to get that special last minute Christmas present 😀 Have a great show David 👍",[],@davidwhiteshow elon musk certainly hasn’t- sell trip moon tho today news bet price drop maybe time special minute christmas present 😀 great david 👍,0.34285714285714286,0.4732142857142857,0.336,0.06,0.603,neutral
alvarez_nimer,"family, wonderful granddaughters, a fiancée I love madly. I have my faith in God❤️💎@CondeNimer💎❤️
  { #Psalms_127_3  }#Ohio🇺🇲🇺🇸🇺🇸🇺🇸 🇺🇸🇺🇸🇺🇲","🌲Ohio, USA ❤️ 🇺🇲🇨🇺",803,2000,172646,2017-10-07 17:48:20,2020-12-10 10:23:29,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[],"starship successfully demonstrate launch power engine ascend 41,000 foot use body fold wing slow friction atmosphere appropriately name belly flopping https://t.co/pcro6tulz6",0.31666666666666665,0.6166666666666666,0.138,0.0,0.862,neutral
bartpander,"Microbiologist, gas eating or gas farting microbes. Family man. Tweets Dutch and English on life, news & science. Co-founder of @DeepBranchbio","Stockport, England",1736,581,2352,2009-05-05 20:18:10,2020-12-10 10:17:14,0,"BBC News - Elon Musk's Starship prototype makes a big impact... Rapid Unscheduled disassembly at the end!
https://t.co/RNBKeOvxGt",[],bbc news elon musk starship prototype make big impact rapid unscheduled disassembly end https://t.co/rnbkeovxgt,0.0,0.1,0.0,0.0,1.0,neutral
Stephall5810,"Love the quiet life. Former butcher, Mental Health issues, Fibromyalgia, Arthritis. BOLAN, EVERTON, ANCIENT ALIENS. Born in Moreton, Wirral.","Bradford, Wendover, Llanidloes",195,282,68399,2011-09-17 11:30:34,2020-12-10 10:10:01,0,"BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/Rk5XfdpSwG. Musk is an Alien 👽",[],bbc news elon musk starship prototype make big impact https://t.co/rk5xfdpswg. musk alien 👽,-0.125,0.425,0.0,0.0,1.0,neutral
Andrew_Campling,"#London, #tech, #skills, #startups, #economy, the odd comment on #sport. Any opinions expressed here are my own personal views, RT or MT ≠ endorsement. #FBPE",London,3662,3300,85814,2009-03-27 08:09:57,2020-12-10 10:00:18,0,Elon Musk’s Starship prototype makes a big impact https://t.co/pW2HEIPQf7,[],elon musk starship prototype make big impact https://t.co/pw2heipqf7,0.0,0.1,0.0,0.0,1.0,neutral
BathoryBetka,,,1209,1608,71252,2015-11-01 13:32:01,2020-12-10 09:56:54,0,"BBC: Elon Musk rocket crashes after return to Earth. ""Mars, here we come!!"" he tweeted.

https://t.co/6OMVgCbGFR",[],bbc elon musk rocket crash return earth mars come tweet https://t.co/6omvgcbgfr,0.0,0.0,0.0,0.213,0.787,neutral
UsernameBinkers,Here for a giggle. Happily attached. Support Military/Emergency Services.🇬🇧,Varies-we live in the Tardis.,293,585,376,2017-08-15 17:29:40,2020-12-10 09:55:55,3,Elon Musk's Starship prototype makes a big impact. https://t.co/xUqbBAnmHs,[],elon musk starship prototype make big impact https://t.co/xuqbbanmh,0.0,0.1,0.0,0.0,1.0,neutral
martmc88,"Sports, Art, Movies & Music. RTs are not endorsements",World Star,2441,1336,29205,2016-09-22 16:49:25,2020-12-10 09:53:04,1,"SpaceX CEO Elon Musk was upbeat about the six-minute 24-second test flight, tweeting: ""Successful ascent, switchover to header tanks and precise flap control to landing point!"" https://t.co/5PoGL5rlf2",[],spacex ceo elon musk upbeat minute 24-second test flight tweet successful ascent switchover header tank precise flap control landing point https://t.co/5pogl5rlf2,0.575,0.875,0.16,0.0,0.84,neutral
emdeedeedd,"Love of life: My family. 
Obsession: Photography.
Profession: B2B Copywriting for web and print media
Enjoy: Reading, Writing, Traveling & Volunteering.","Male', Maldive (MDV)",1214,564,21404,2010-08-29 08:09:54,2020-12-10 09:52:53,0,"Elon Musk's Starship prototype makes a big impact

""Codenamed SN8, the uncrewed rocket lifted away from the Boca Chica R&amp;D facility on what had been billed as a brief flight to 12.5km (41,000ft).""

https://t.co/mftBCNmI2C",[],"elon musk starship prototype make big impact codenamed sn8 uncrewed rocket lift away boca chica r&amp;d facility bill brief flight 12.5 km 41,000 ft https://t.co/mftbcnmi2c",0.0,0.21666666666666667,0.0,0.0,1.0,neutral
agransley,"Why r u care 'bout my bio?
If you wanna know im a human..",,16,1,9,2020-11-29 23:58:46,2020-12-10 09:51:50,0,@CgdskrK That news lying. They did it! They achieved! If u search Elon Musk count u can find it.,[],@cgdskrk news lie achieve u search elon musk count u find,0.0,0.0,0.0,0.0,1.0,neutral
