username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,tweet,hashtags
liz_juliet,"👮‍♀️👩‍🎓/🎮: Elder Scrolls, Far Cry, A.C. Odyssey, Fallout/Tips, GTA V, RDR2, The Outer Worlds & more! Xbox gt: Queen Aries81 | EA: ButterflyRealm","Dallas, TX",2233,1145,29587,2015-06-13 04:38:32,2020-12-10 07:21:19,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
JoyMcCann,Just a troublemaker.,Los Angeles,188,107,922,2008-12-01 01:39:44,2020-12-10 07:18:38,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ahmery_saad,aka polar,Kingdom of Saudi Arabia,507,181,5358,2018-02-24 14:37:23,2020-12-10 07:17:03,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ASaidiani,"One Football. News, scores, results, fixtures, and videos from all around a globe!","London, ENG",1252,86,21740,2019-12-10 05:37:10,2020-12-10 07:16:03,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
amgallo,"a stranger, waiting, in an increasingly stranger land",G09 83808 📵,313,248,6338,2009-04-06 00:21:17,2020-12-10 07:15:57,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
MARVIN61882492,RV collision technician,"Beautiful Camano Island, Wa",216,82,1801,2020-02-25 20:51:33,2020-12-10 07:15:49,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
CannonMan04,"I like cannons and aircraft
All commies are bastards",,520,41,2581,2018-05-21 19:20:49,2020-12-10 07:15:32,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
Kemper_McKracin,Here we go again.,Everywhere,477,51,4474,2011-11-30 17:35:38,2020-12-10 07:15:01,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
ReformedPsycho,The Reformed Psychotic,London,21,129,94936,2009-08-29 08:34:23,2020-12-10 07:14:12,0,Elon Musk's Starship prototype makes a big impact https://t.co/QGroxvlaYx,[]
FashionisCo,“Our Fashion is Clothing Brand was created to help individuals find confidence to express themselves through unique fashion.” NEW PRODUCTS OTW♨️,"FASHIONIS, USA",183,187,7789,2018-07-09 20:43:40,2020-12-10 07:12:55,18,Tesla CEO Elon Musk has left California and is now a resident of Texas.​ https://t.co/FmuaYWXclF,[]
WTFBULLETIN,#WTF,,1202,75,10663,2013-09-21 20:52:44,2020-12-10 07:12:14,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
Christo81165454,Damn nigga I must have Alzheimers cuz I don't remember asking,,89,25,1819,2019-12-05 16:41:50,2020-12-10 07:11:52,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
PeterLi87273323,Life is too short to be illogical.,The Front Porch,219,142,40418,2019-01-21 22:40:32,2020-12-10 07:11:41,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
antoniopavolini,"once an early podcaster, now a media analyst","rome, italy",357,1020,36645,2011-01-03 10:32:58,2020-12-10 07:11:26,0,Elon Musk's Starship takes to the skies https://t.co/Tr3uyQcU3I,[]
astrogrev,We have good reason for humility.,down under ,1411,2202,21068,2010-08-16 16:47:22,2020-12-10 07:11:19,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
pammykaye,"Army Vet, LPN, Bartender   City girl living in a country world 🌎",Whaleyville VA 23438,1059,466,56578,2008-08-21 02:50:33,2020-12-10 07:10:39,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
Discourse_Jeb,we love the USA and we love what's happening,,1861,689,19734,2010-11-18 18:17:56,2020-12-10 07:09:30,526,"Oh man... a program designed to fight poverty, Opportunity Zones, is turning into a tax break for Elon Musk and Jeff Bezos for their space endeavors https://t.co/ZUod2Msuz5 https://t.co/wRYFbartQr",[]
5Vlmw7nc5NFGBzo,"橋下徹氏、小泉純一郎氏、小池百合子氏らが目指す改革を応援したいと思っています。東京生まれの東京育ち、クラシック音楽が好きです。 2019年1月1日から、ブログ「日本の改革」を始めました。
https://t.co/vOBlvvN81K",東京,1985,531,56412,2017-09-26 15:34:42,2020-12-10 07:08:00,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
BruceWoods,"Following Toronto’s Leafs and politics,Fmr DpyMayor/Cncl CityofOshawa noting: A victory in a democracy can be a very dangerous opportunity ... Pls wear masks 😷","Oshawa, Ontario, 🇨🇦",2104,326,4868,2009-03-30 21:04:15,2020-12-10 07:07:40,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
nineycudjo1,"Also known as Sister Brauni Cudjo. I have two Twiter accounts. Thanks... 
God Got This...",,1230,635,92796,2014-04-30 10:49:45,2020-12-10 07:07:22,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
tarciso_ALF,#GRÊMIOéminhaVIDA,Gravataí,1383,316,37503,2011-06-13 00:09:41,2020-12-10 07:07:19,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
Bee_4827,Woman in Germany following American politics closely hoping that Europe can avoid their mistakes...,Germany,193,40,3828,2014-08-31 12:21:34,2020-12-10 07:06:31,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
rich__spencer,Former radio (see pinned post) now HR Manager at @Tamar_HR.,Plymouth,194,850,499,2011-07-30 08:38:21,2020-12-10 07:06:21,0,"Elon Musk described the crash as a ‘rapid unscheduled disassembly’. 

That’s like that time an engineer said to me that they would need to ‘power cycle’ a PC. I asked what he meant and he replied ‘switch it on and off again’!

https://t.co/iKRSdgoHDQ",[]
kruppofnoodles,Hater of Duopolies & Monopolies 🤬 Populist Left 🌹 Florida Voter 🐊 Falcons Fan 🏈 Secular Jew 🕎 Wife 💍 #M4A #GND #BlackLivesMatter #FreeAssange,"Atlanta, GA",3011,1473,16541,2014-02-02 04:57:39,2020-12-10 07:06:11,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
USATODAY,The latest news and most interesting stories from USA TODAY. News that's meant to be shared.,"USA TODAY HQ, McLean, Va.",833,4224197,336914,2008-08-06 19:55:31,2020-12-10 07:06:00,11,"Starship successfully demonstrated it could launch under the power of its three engines, ascend to about 41,000 feet, then use its ""body"" and folding wings to slow down against the friction of the atmosphere – a move appropriately named ""belly flopping."" https://t.co/pCrO6TUlZ6",[]
CnBsNana,Here Right Matters,"Pismo Beach, CA",6775,6162,577446,2009-04-09 11:45:34,2020-12-10 07:05:37,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
asahelliott,,,154,34,1734,2013-02-21 01:39:29,2020-12-10 07:05:33,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
KWierso,He/him.,"Berlin, Germany",518,894,104014,2008-05-15 17:21:03,2020-12-10 07:05:20,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
VladK07074622,Designer,Belarus,9,3,246,2020-08-13 10:31:18,2020-12-10 07:05:17,0,"@TeslaClub3 @ABC But Tesla shares are traded and they react (about 9%) to such news...
Also, if not for Elon Musk, then probably all the Earth did not have this, so I think that he can do whatever he sees best 😉 https://t.co/M4g7ITSkRT",[]
TehMafiaJoe,"If you can't take a joke, fuck off. I will follow back do Internet shit. Spread news and #lulz from time to time #uncensored",Antarctica,1151,1106,96060,2016-01-13 23:41:01,2020-12-10 07:04:25,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
S_Armaticus,"If God, guns and guts made America free, then it should work for the rest of the world. #TwitterSPC",,3136,1436,45194,2014-11-08 11:50:49,2020-12-10 07:02:57,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
delareywinter,,,1625,195,26521,2015-01-15 14:08:40,2020-12-10 07:02:48,7,"It was the highest flight yet for the rocketship, which Elon Musk says will be able to carry people to Mars in as little as six years https://t.co/z46ImCPMvN",[]
timmy_perk,,"Utah, USA",521,109,111248,2014-02-20 06:27:50,2020-12-10 07:02:32,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ReformedPsycho,The Reformed Psychotic,London,21,129,94936,2009-08-29 08:34:23,2020-12-10 07:01:21,0,"I saw this on the BBC and thought you should see it:

Elon Musk's Starship prototype makes a big impact - https://t.co/QGroxvlaYx",[]
hill79,Serving suggestion,"Gateshead, North East UK",829,1255,55585,2008-02-15 09:38:25,2020-12-10 07:01:20,0,"He might be a monumental bellend, but Elon Musk is doing some very cool shit https://t.co/jKnUBbXtDv",[]
RudiGeerts,"Democracy, rationality, environment, history, science, real news, minorities & underdogs",Belgium,57,528,4902,2012-11-30 19:29:21,2020-12-10 06:59:24,0,@thehill So Elon Musk blew it? That's not news.,[]
TDE1987,Pro Jesus | Husband | Father |NinerGang | Celtics | Skateboarding  IG: Dadlife_T,"Whittier, CA",631,341,10782,2010-03-26 20:46:55,2020-12-10 06:58:41,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
OliviaRealMcCoy,"🇺🇸 Patriot, Proud American 🇺🇸 Lifelong Constitutionalist #2A #WalkAway #2020Trump Parler= @OliviaRealMcCoy",United States of America,223,84,2685,2020-02-05 22:36:06,2020-12-10 06:58:00,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
TimWJackson,"Assn CEO. Speaker, Cyclist, Pilot, EV enthusiast. Bleeds new car green. Recycles old cars. Always at work for a better Colorado. #Strava Powered by Red Bull",Denver/Colorado/Everywhere,26578,25921,74934,2009-01-27 14:21:12,2020-12-10 06:57:13,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
AtherFawaz,"Tech writer @NeowinFeed. I cover quantum computing, artificial intelligence, space travel, and anything else that catches my eye.",,711,159,388,2012-10-01 16:51:58,2020-12-10 06:57:01,0,Starship SN8 executed an almost perfect high-altitude flight test before plummeting towards the earth at a velocity greater than the intended threshold. But SpaceX and Musk extolled the test as a success. #SpaceX #Starship #Space #Mars: https://t.co/ALf0pZe38D,"[{'text': 'SpaceX', 'indices': [205, 212]}, {'text': 'Starship', 'indices': [213, 222]}, {'text': 'Space', 'indices': [223, 229]}, {'text': 'Mars', 'indices': [230, 235]}]"
bhat200,"Perpetually Enigmatic 👠 🎶🎻with sarcasm & mood swings 😈🥂
Life is about embracing graciously whatever it throws at you...", England ,97,868,19089,2016-09-27 16:19:59,2020-12-10 06:56:43,0,"BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/rZ7kq5vXxm",[]
FabulousShyOwl,"Life's short...fly groovy!                                   Spiritual Adviser, Reiki Master, Artist",Ohio,987,804,12884,2009-05-04 23:19:50,2020-12-10 06:56:28,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
ChadCrane1979,"Gov Officials & Agencies Government & Politics. 🇺🇸🇺🇸NRA DOESN’T SELL ARMS, PLANNED PARENTHOOD DOES🇺🇸🇺🇸MAGA🇺🇸🇺🇸here 4 TRUMP UNFILTERED🇺🇸🇺🇸","Truckee, CA",541,230,3561,2017-11-30 07:05:09,2020-12-10 06:56:06,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
NeowinFeed,"Tech news, views and reviews, covering Microsoft and the world of tech.","Plymouth, MI",6,31541,77686,2008-04-11 01:53:45,2020-12-10 06:56:03,2,"""Mars, here we come!!"" exclaims Elon Musk despite explosive ending to Starship's test flight #SpaceX #Starship #Space #Mars https://t.co/EwmEPLh8gI https://t.co/nUwwr52Xp6","[{'text': 'SpaceX', 'indices': [93, 100]}, {'text': 'Starship', 'indices': [101, 110]}, {'text': 'Space', 'indices': [111, 117]}, {'text': 'Mars', 'indices': [118, 123]}]"
Batchevana,The bastard child of Stonekettle.,,136,46,32895,2009-08-16 14:25:07,2020-12-10 06:56:00,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
ssvarc,,,281,142,44844,2010-03-08 18:08:53,2020-12-10 06:55:20,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
EamonReilly_com,"Being true to yourself is more important than being cool, PC, popular. Be YOU. Human 
Rights begin in the womb.",Ireland,1853,2009,146758,2009-03-25 16:43:22,2020-12-10 06:54:09,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
JGS_II,,"Grand Prairie, TX",2032,1042,35031,2014-11-11 20:14:26,2020-12-10 06:53:39,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
SlicinHammer,Nailin' it!,,1851,1028,114389,2012-10-12 06:22:29,2020-12-10 06:53:08,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
vijayra12187798,"🎀💝❤️LIFE IS VERY SHORT, SO DO SOMETHING GOOD WITHIN END ❤️💝🎀",,10,0,3,2020-10-10 11:58:19,2020-12-10 06:52:14,0,"Hi, now Elon musk found alien?. Trump know all about area 51 , don't hide from public, release the news of aliens.",[]
chogmorson,"unblock me, cowards @mkotis @thomgoolsby","North Carolina, USA",2122,623,14673,2013-11-25 14:44:41,2020-12-10 06:51:40,0,@lnagetawaycar13 @spurtmagoo @TheBabylonBee @elonmusk source here: https://t.co/rb4bz7OJBb,[]
LlanitoPal,Gibraltar's 🇬🇮🇬🇧Political Facebook Group now on Twitter. Retweets not necessarily an endorsement.,Gibraltar,1037,2361,142347,2015-02-21 18:11:25,2020-12-10 06:51:16,7,"It was the highest flight yet for the rocketship, which Elon Musk says will be able to carry people to Mars in as little as six years https://t.co/z46ImCPMvN",[]
saheemsaidu2006,,Thrissur Kerala,929,68,13839,2013-05-04 05:00:31,2020-12-10 06:50:50,0,"BBC News - Elon Musk's Starship prototype makes a big impact
https://t.co/aidSCJ5XMp",[]
nonsumdignus,"Trad. #Catholic, #GOP patriot,100% #prolife #2A #military, ColdWar veteran, Baroque Music nut, #tcot, Trekkie(TOS) ; ΜΟΛΩΝ ΛΑΒΕ #MAGA #KAG @peccator on Parler","Phoenix, AZ ♥",8176,7742,212369,2009-09-14 05:28:13,2020-12-10 06:50:39,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
SteveO_in_AZ,"Day Trader, Fan of Crypto, Porgs, Free and Fair Elections, Star Wars, and Meg Myers","Phoenix, AZ",4999,3070,16380,2015-10-02 07:10:04,2020-12-10 06:50:29,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
JackMcNamara6,Happy Grand Dad and Student at Lebanon Valley College,"Annville, PA",3355,385,11168,2012-10-05 01:54:44,2020-12-10 06:49:54,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
SinghMeaKulpa,"Visual Artist, Photographer, Producer, Director, Actor, and a very good Liar! Booking Photoshoots for 2021 - it’s been a while since I held a camera.","Damascus, MD",1523,10935,139997,2014-03-21 19:36:06,2020-12-10 06:49:26,70,"Elon Musk announces he is leaving Silicon Valley for Texas, and predicts the tech hotspot could lose its influence https://t.co/8Za5ONErcX",[]
AvatarNarsinh,"Devout follower of his holiness Shri Vishnu 🙏. Software geek. One of the last free men When freedom is outlawed, only outlaws have freedom",San Francisco ,161,12,1811,2020-06-15 13:16:17,2020-12-10 06:49:25,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
lucybball,"Mom, statistician, cancer and RA survivor and advocate, sports lover, 'Nole for life, Floridian transplanted to Vermont, #BERNIE2020 #BLM",,2440,990,66587,2010-10-30 15:42:23,2020-12-10 06:49:21,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
JoseGonzalesc11,"portfolio management specialist/
joey/joes","sumacab sur, cabanatuan city",1687,384,13688,2020-07-15 08:28:08,2020-12-10 06:49:15,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
PauIRob,Omniscient fibber.. Devil's Provocateur.. Innoventer.. Involuntary collector ❌❌❌❌❌❌.. Ageing hoon.. May contain full stops.. Politically Ad-Libs..,In Lincoln Green..,99,259,42642,2014-02-02 11:58:19,2020-12-10 06:47:41,7,"It was the highest flight yet for the rocketship, which Elon Musk says will be able to carry people to Mars in as little as six years https://t.co/z46ImCPMvN",[]
Welshracer,"British Touring Car.
Formula One, Politics, Humour.  
UK Parliament Fan & its History.
Views are own & if you don't agree, then tough.
Has Type 2 Diabetes",West Shropshire,2332,1951,275486,2009-02-13 12:58:03,2020-12-10 06:46:48,0,Elon Musk's Starship prototype makes a big impact https://t.co/ccTWcaw7uY,[]
illperipheral,"Antifascist settler. He/him

It's lonely up here for leftists--let's be friends

#BlackLivesMatter #IndigenousLivesMatter #MMIW #LandBack #MOTION46",Canada,735,236,11031,2008-10-25 23:23:35,2020-12-10 06:46:34,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
jarina6981,Sports fan....Politics hater,United States,184,37,6087,2015-04-21 20:16:28,2020-12-10 06:45:58,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
FCEEVIPER,"Proud Uncle to Camila Cruz/
Just a simple photographer making my way in the universe/
Visit me here: 
https://t.co/8m57dp7wHD 
https://t.co/qctW9L1Xea
📷🐍","Gotham, California",1287,797,26070,2010-02-08 05:07:25,2020-12-10 06:45:31,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
Infosecurity,"Welcome to Infosecurity Group! With 8 global shows & 23 years of experience, we support ""everyone & everything you need to know about information security"".",London & New York,4022,20386,20420,2009-01-29 14:15:10,2020-12-10 06:45:11,0,BBC News Elon Musk's Starship takes to the skies https://t.co/0r8n3EX69Q,[]
spcvrtx,"Vom Ruhrpott. Inne Ostschweiz.
Lesezeichenliste. Sammelsurium.","Saint Gallen, Switzerland",745,697,31674,2009-12-05 12:24:41,2020-12-10 06:44:09,0,Elon Musk's Starship takes to the skies https://t.co/rpokZFpNCX #technology #science #nature #video,"[{'text': 'technology', 'indices': [64, 75]}, {'text': 'science', 'indices': [76, 84]}, {'text': 'nature', 'indices': [85, 92]}, {'text': 'video', 'indices': [93, 99]}]"
bjsbook,Hate DT Vote Blue! I Resist🌊🇱🇷,Iowa,7448,7345,116669,2015-07-12 06:29:01,2020-12-10 06:43:17,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
arrowsmith,Those who do not learn from history are doomed to retweet it. Opinions expressed are not my own.,"Horley, England",343,397,57253,2008-09-15 14:40:57,2020-12-10 06:42:23,0,Elon Musk's Starship takes to the skies: https://t.co/dqM3fUrtcp,[]
anrresdennis,be water!,,3368,166,20937,2018-03-26 17:58:00,2020-12-10 06:42:18,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
angel444469,"PEACE, LOVE & HAPPINESS IS MY WISH TO YOU.
MY TWO DAUGHTERS ARE MY  NUMBER ONE PRIORITY.
GOD BLESS YOU ALL.",💖WEST COAST💖,487,320,29288,2014-09-23 06:18:25,2020-12-10 06:42:10,25,"Tesla CEO Elon Musk says he's moved out of California, where he's lived for some two decades,  and is now a resident of Texas. 
https://t.co/AjdqsaxkcP https://t.co/ytW0LzhD0e",[]
Javi4Progress,"FL Nurse Practitioner 🌞🇺🇸❤️""When you love, you care & when you care- you act."" Political Commentary. 1st gen Latino. 🏳️‍🌈Gay. Progressive. Millenial. Donor","Florida, USA",4864,2404,6314,2019-02-10 00:16:49,2020-12-10 06:40:58,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
larry_peed,Allegiance to Reality alone. I seek no followers or likes.,,330,18,1151,2020-06-15 10:58:18,2020-12-10 06:40:52,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
CanaryAmerica,,,4781,2467,218102,2017-02-13 04:58:39,2020-12-10 06:40:37,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
MaoZedung,"Followed by @GenFlynn 
Counter Revolutionary
DMs ignored. #MAGA #KAG
#ThankYouPresidentTrump","Alaska, USA",3883,2400,76029,2009-04-23 22:32:19,2020-12-10 06:40:27,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
RRaygun1,,,335,44,8141,2014-12-20 17:53:28,2020-12-10 06:40:19,489,"American citizens: $1200 a month + healthcare for all? 

Government: Hell no. 

Billionaires that got tax cuts and hide money off-shore: Can we use a supposed antipoverty tax breaks to fund our hobbies of trying to exploit space? 

Government: Hell yes! 

https://t.co/htiDasTm9u",[]
EMinthestars,Here.,,213,166,7063,2020-02-09 02:03:57,2020-12-10 06:40:03,3,"It was the highest and most elaborate flight yet for the rocketship that Elon Musk says could carry people to Mars in as little as six years. However, the 6 1/2-minute test flight ended in an explosive fireball at touchdown.
https://t.co/bsB5a1M4y3",[]
victrola78,"🇺🇸 Armchair metaphysicist... lover of red meat, cigars, and whiskey. Trader of options, equities, and memes. Tweets are not endorsements to buy stocks... 🇺🇸",,3442,708,54890,2017-07-21 03:13:17,2020-12-10 06:40:03,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
augy_og,Just shut the fuck up sometimes.,Tema,3460,30716,283846,2018-06-13 16:03:31,2020-12-10 06:39:41,5,"Elon Musk plans to move Tesla's headquarters to Texas. 
https://t.co/c8E9LvScMi",[]
Artificialbra1n,"A basic AI driven bot, which retweet tweets that have 'Artificial Intelligence' in their content. 

-created by @harshamullapud1 using Py",,6,699,125278,2020-10-05 03:21:45,2020-12-10 06:39:16,4,"News conference...

Elon Musk: Electric Cars! Colonizing Mars! Artificial intelligence! Nothing is out of reach!
Me: How about a vacuum that sucks up dog hair?
EM: Whoa! Calm down. That's crazy man!",[]
holywell_john,Spiritual life Sports Sailor Snowboarder Travelling Business,,1371,393,48380,2020-01-01 13:56:04,2020-12-10 06:38:43,0,Elon Musk's Starship prototype makes a big impact https://t.co/tL0H342UmS,[]
marvinliao,"Ever curious: Tsundoku, Reader, World Traveler, Investor & Tech/Media exec interested in almost everything! Aspiring Shokunin. https://t.co/LSIQ6nyS2L",San Francisco,2946,5257,154194,2010-10-30 18:23:36,2020-12-10 06:37:44,4382,"Immediately After Moving To Texas, Elon Musk Announces Tesla AR-15 https://t.co/ZY0pnSX8I3 https://t.co/YXqcG4T8rQ",[]
